search_seed,replicate,mc_seed,baseline_revenue,optimized_revenue,diff,rs_revenue,sa_revenue,diff_rs,diff_sa
9,9,1000009,771196.5840,783925.5741,12728.9902,781109.9986,782407.3055,2815.5755,1518.2686
9,10,1000010,770346.8677,783111.5080,12764.6403,780294.2246,781630.0831,2817.2834,1481.4249
9,11,1000011,770497.9889,783236.2151,12738.2261,780434.7094,781745.7278,2801.5057,1490.4873
9,12,1000012,767038.1578,779722.6293,12684.4715,776882.9214,778219.5531,2839.7079,1503.0762
9,13,1000013,771448.0260,784205.4739,12757.4479,781382.8433,782713.6693,2822.6306,1491.8046
9,14,1000014,768706.2961,781432.8947,12726.5986,778635.7423,779942.5797,2797.1524,1490.3150
9,15,1000015,767540.7954,780174.0867,12633.2913,777358.9841,778662.5365,2815.1025,1511.5502
9,16,1000016,769062.4945,781783.6226,12721.1281,778973.9793,780279.5942,2809.6433,1504.0284
9,17,1000017,771641.9975,784418.0869,12776.0894,781581.4836,782906.8651,2836.6033,1511.2218
9,18,1000018,770721.0697,783474.3114,12753.2417,780631.2191,781960.4464,2843.0923,1513.8650
9,19,1000019,770123.7668,782860.5501,12736.7832,780058.4984,781361.4202,2802.0517,1499.1299
9,20,1000020,770594.2094,783337.8264,12743.6170,780556.3641,781853.9525,2781.4623,1483.8739
9,21,1000021,769989.2714,782727.3905,12738.1191,779958.7622,781268.9424,2768.6284,1458.4481
9,22,1000022,771025.3383,783852.0184,12826.6801,781034.7595,782357.1346,2817.2589,1494.8838
9,23,1000023,767732.1992,780452.6936,12720.4944,777613.1355,778953.4752,2839.5581,1499.2183
9,24,1000024,768412.2545,781143.0017,12730.7473,778330.5414,779648.3104,2812.4603,1494.6913
9,25,1000025,767752.3726,780510.7986,12758.4260,777703.9881,779023.2216,2806.8105,1487.5770
9,26,1000026,768435.6141,781166.5082,12730.8941,778363.2047,779663.6715,2803.3035,1502.8367
9,27,1000027,770195.9043,782938.2973,12742.3931,780160.3971,781485.6016,2777.9002,1452.6957
9,28,1000028,771020.0913,783799.9873,12779.8959,780984.3705,782303.5128,2815.6168,1496.4745
9,29,1000029,768244.7427,780953.3604,12708.6177,778155.2223,779460.4381,2798.1381,1492.9223
